club_id,status,name,relative_url,is_special
109242,ok,Tours FC Jugend,/tours-fc-jugend/startseite/verein/109242,False
109262,ok,Fratria,/fratria/startseite/verein/109262,False
109325,ok,DJK Sportfreunde Bad Homburg,/djk-sportfreunde-bad-homburg/startseite/verein/109325,False
109380,ok,SK Rollon,/sk-rollon/startseite/verein/109380,False
10948,ok,Guangzhou FC (1954 - 2024),/guangzhou-fc-1954-2024/startseite/verein/10948,False
10949,ok,Sporting CP B,/sporting-cp-b/startseite/verein/10949,False
1095,ok,ESTAC Troyes,/estac-troyes/startseite/verein/1095,False
109524,ok,UA Valettoise Jugend,/ua-valettoise-jugend/startseite/verein/109524,False
10958,ok,AC Milan Primavera,/ac-milan-primavera/startseite/verein/10958,False
10959,ok,Udinese Primavera,/udinese-primavera/startseite/verein/10959,False
1096,ok,Royal Antwerp FC,/royal-antwerp-fc/startseite/verein/1096,False
10960,ok,Central Español FC,/central-espanol-fc/startseite/verein/10960,False
1097,ok,SV Meerssen,/sv-meerssen/startseite/verein/1097,False
1098,ok,Stockport County,/stockport-county/startseite/verein/1098,False
10980,ok,Rayo Cantabria,/rayo-cantabria/startseite/verein/10980,False
109820,ok,Seizième ES,/seizieme-es/startseite/verein/109820,False
109869,ok,Arsenal FC of Pennsylvania,/arsenal-fc-of-pennsylvania/startseite/verein/109869,False
1099,ok,Bath City,/bath-city/startseite/verein/1099,False
109927,ok,Olimpik-Mobiuz Tashkent,/olimpik-mobiuz-tashkent/startseite/verein/109927,False
10997,ok,Clube do Remo (PA),/clube-do-remo-pa/startseite/verein/10997,False
10999,ok,Ventforet Kofu,/ventforet-kofu/startseite/verein/10999,False
11,ok,Arsenal FC,/arsenal-fc/startseite/verein/11,False
110,ok,SV Wacker Burghausen,/sv-wacker-burghausen/startseite/verein/110,False
1100,ok,SK Brann,/sk-brann/startseite/verein/1100,False
11000,ok,CD Lugo,/cd-lugo/startseite/verein/11000,False
